booking_time,booking_distance,booking_amount,actual_total_time,payment_method_name,item_total_cnt,item_unique_cnt,customer_id,merchant_id
2020-09-26 15:09:37.748787,4.33,400,1110,pay3,5,4,111,39
2020-10-06 16:41:50.288529,6.69,7000,1463,pay3,1,1,394,42
2020-09-23 12:41:50.218082,0.78,6000,559,pay2,1,1,384,37
2020-10-03 19:27:05.274853,4.76,12000,1959,pay3,4,4,153,47
2020-09-17 11:00:23.342426,1.32,7000,750,pay1,2,2,49,19
2020-10-02 17:20:18.416829,4.18,0,1126,pay2,1,1,479,17
2020-09-06 13:39:55.040311,0.95,6000,965,pay1,3,3,131,14
2020-08-31 11:45:54.924758,2.15,6000,2661,pay1,4,2,286,49
2020-09-23 21:20:30.542952,1.63,5000,612,pay1,3,2,384,28
2020-10-18 11:32:12.384157,1.21,0,2658,pay1,5,2,124,43
2020-10-03 18:30:29.549749,0.6,6000,933,pay1,4,4,393,42
2020-10-09 08:39:30.118877,0.17,6000,477,pay1,1,1,61,17
2020-10-28 19:53:39.832808,3.2,0,1582,pay2,1,1,412,39
2020-09-08 08:15:53.200507,6.9,18000,1891,pay2,3,3,499,0
2020-10-25 15:15:34.495284,0.57,9000,2224,pay1,2,2,167,36
2020-09-14 19:36:35.193636,1.55,1000,763,pay4,3,2,34,22
2020-10-12 11:22:19.585121,0.5,10000,811,pay3,2,1,406,6
2020-09-23 15:07:26.906959,2.62,0,1365,pay2,2,2,167,34
2020-09-10 18:47:42.949464,11.84,20000,2672,pay2,2,1,225,22
2020-10-17 18:53:04.724040,4.83,0,1602,pay3,3,1,165,33
2020-09-25 09:56:45.338500,0.58,6000,682,pay3,4,4,184,6
2020-10-12 18:48:42.226074,4.72,9000,1754,pay1,6,5,216,6
2020-09-15 14:24:36.927472,0.3,0,816,pay1,1,1,487,45
2020-09-19 22:24:05.144730,2.82,6000,1230,pay2,1,1,59,4
2020-09-15 11:42:31.812304,5.23,10000,2361,pay1,3,3,448,25
2020-09-08 12:48:04.147700,2.62,10000,1279,pay2,3,2,62,15
2020-10-23 18:10:27.534470,3.57,10000,1494,pay2,3,3,180,6
2020-09-10 17:09:39.359960,0.87,6000,1521,pay2,2,2,438,0
2020-10-06 13:00:04.572866,1.5,0,628,pay1,2,1,305,8
2020-10-21 19:18:08.100105,1.91,10000,667,pay2,3,2,97,33
2020-09-08 09:41:01.068616,1.71,0,2593,pay1,1,1,88,27
2020-10-19 21:31:41.245217,0.46,10000,1848,pay1,2,1,497,33
2020-10-01 12:37:56.373839,1.77,6000,1328,pay2,1,1,138,46
2020-09-15 14:22:55.693131,0.51,10000,1046,pay2,1,1,337,19
2020-10-23 11:36:30.182134,1.12,6000,785,pay2,1,1,162,10
2020-10-26 16:19:41.612437,3.52,5000,1254,pay3,3,1,377,30
2020-10-02 17:42:49.340193,8.21,19000,1607,pay1,6,3,403,0
2020-10-15 12:26:42.272310,2.52,6000,1028,pay1,1,1,36,15
2020-09-02 11:24:26.596386,7.51,0,3382,pay1,2,2,147,30
2020-10-03 18:30:37.420702,2.38,6000,1134,pay1,1,1,1,25
2020-09-01 12:20:50.334255,1.26,0,1772,pay2,4,3,265,21
2020-09-27 10:49:29.740559,2.72,6000,909,pay3,5,5,366,42
2020-09-01 11:21:54.903181,1.06,6000,1778,pay1,4,1,41,37
2020-09-26 11:13:47.134723,2.88,10000,986,pay2,3,2,355,34
2020-10-23 19:06:50.976079,6.4,20000,1668,pay4,1,1,445,45
2020-09-23 14:28:32.546646,4.64,7000,1314,pay1,1,1,411,9
2020-10-02 08:09:43.733397,1.38,6000,668,pay1,4,4,98,13
2020-10-03 13:24:21.988600,0.6,6000,491,pay1,3,1,417,39
2020-10-25 14:20:42.797813,3.02,6000,921,pay2,2,2,403,24
2020-10-16 17:52:44.691851,6.41,13000,1311,pay4,2,2,203,15
2020-09-19 09:37:21.872193,0.66,5000,730,pay3,4,1,284,7
2020-10-02 17:14:00.422056,1.49,2000,709,pay1,1,1,169,36
2020-09-05 17:32:08.820291,1.9,6000,2005,pay1,3,1,105,40
2020-09-17 18:15:23.670482,2.3,6000,979,pay2,2,2,261,14
2020-10-18 05:14:06.118711,2.69,0,1567,pay3,6,4,204,13
2020-10-22 06:24:18.175477,1.3,6000,1116,pay1,16,3,7,42
2020-09-08 13:16:17.596009,2.51,0,1200,pay1,1,1,305,3
2020-10-04 10:23:50.667245,4.39,6000,1228,pay3,2,2,216,49
2020-09-10 17:15:48.281019,8.88,23000,4935,pay2,14,7,184,1
2020-10-21 16:36:36.512440,4.25,7000,2658,pay1,2,2,424,48
2020-10-03 10:19:17.436525,1.09,0,1026,pay1,4,1,426,24
2020-10-29 23:17:30.389203,1.66,5000,718,pay4,2,2,320,30
2020-10-15 14:15:48.710355,1.85,0,854,pay1,3,1,404,28
2020-10-19 21:09:02.854719,0.51,0,600,pay4,1,1,43,4
2020-09-11 09:12:06.461311,4.1,11000,2172,pay2,6,3,340,32
2020-10-08 19:26:03.346061,2.78,0,1348,pay3,3,3,182,21
2020-10-29 16:57:26.362475,7.14,14000,1110,pay1,1,1,292,21
2020-09-05 19:52:29.134246,1.55,10000,1147,pay4,3,1,478,41
2020-09-27 11:54:55.536186,3.83,6000,877,pay1,1,1,207,43
2020-09-17 11:12:49.513485,5.38,11000,1260,pay1,2,1,175,6
2020-09-20 19:08:45.421932,0.56,0,1248,pay4,3,3,424,0
2020-08-31 18:02:47.342663,4.26,6000,1212,pay1,1,1,335,0
2020-10-02 13:26:27.326132,0.29,0,655,pay2,2,2,360,29
2020-09-08 06:35:58.825751,1.2,6000,780,pay1,5,3,60,37
2020-10-07 20:08:13.608284,7.0,11000,2158,pay4,1,1,14,37
2020-10-01 14:38:12.145933,1.42,6000,1126,pay1,3,3,394,16
2020-09-06 14:27:50.536211,3.73,8000,774,pay4,2,2,484,10
2020-09-12 17:54:09.000347,8.74,11000,1495,pay3,1,1,396,11
2020-10-19 17:03:47.470100,2.4,0,937,pay3,2,1,141,32
2020-09-13 11:23:04.353721,2.35,6000,1461,pay4,2,1,76,39
2020-09-13 16:03:12.984825,2.42,0,1306,pay1,4,1,399,38
2020-10-08 18:04:47.198856,2.41,6000,933,pay1,1,1,276,24
2020-10-12 14:45:49.320197,2.15,6000,1430,pay1,1,1,142,20
2020-10-03 17:17:37.101624,3.83,9000,5295,pay1,2,2,59,45
2020-10-07 19:05:22.902513,2.66,6000,705,pay1,2,1,71,21
2020-09-30 21:13:42.252277,1.93,6000,1299,pay1,2,2,352,28
2020-09-30 14:34:09.944513,1.35,6000,2537,pay2,5,1,364,21
2020-09-29 19:03:29.019832,2.88,0,1537,pay1,8,5,212,34
2020-09-01 09:36:28.093860,5.28,14000,1234,pay2,2,1,153,48
2020-10-17 10:42:16.278301,0.32,0,735,pay2,2,2,455,48
2020-09-08 21:12:36.686358,2.47,0,789,pay1,1,1,213,15
2020-10-12 10:17:19.764832,2.22,0,1064,pay1,2,1,47,33
2020-08-31 14:37:39.157539,1.82,6000,985,pay1,1,1,92,2
2020-10-20 10:09:09.575463,2.59,6000,1784,pay1,1,1,89,2
2020-10-22 11:31:11.976149,0.47,6000,1010,pay1,6,4,294,32
2020-09-07 10:27:14.963495,3.67,6000,2565,pay1,5,5,363,10
2020-09-25 07:38:47.769540,1.94,10000,793,pay2,6,3,354,43
2020-10-12 16:32:05.118805,4.92,0,1553,pay1,2,2,459,9
2020-09-03 13:57:38.818464,0.16,6000,2034,pay2,1,1,62,32
2020-09-14 14:40:46.221074,3.31,10000,1312,pay2,4,3,208,45
2020-10-07 11:34:28.205378,1.19,6000,536,pay1,1,1,47,20
2020-09-03 15:28:24.704147,1.26,6000,646,pay1,1,1,489,1
2020-09-01 16:46:27.975344,4.27,7000,1530,pay2,3,2,136,2
2020-09-09 16:23:15.475070,5.07,9000,1958,pay1,1,1,105,0
2020-10-03 14:27:18.717775,1.92,11000,1244,pay2,2,1,33,22
2020-10-22 14:57:55.249704,2.65,6000,1243,pay1,2,2,237,2
2020-09-07 17:37:49.897607,4.07,6000,1589,pay1,2,2,346,15
2020-09-04 12:00:11.141760,0.07,0,385,pay4,1,1,351,41
2020-09-01 16:31:36.854860,4.91,9000,1386,pay1,1,1,203,28
2020-10-21 13:56:19.156079,3.48,12000,1145,pay2,2,2,140,36
2020-09-16 14:22:16.197598,6.56,13000,2554,pay2,4,2,166,14
2020-09-10 10:43:34.753872,2.6,0,1376,pay1,2,1,298,45
2020-09-01 20:52:05.175628,4.28,7000,1412,pay3,1,1,416,20
2020-09-01 18:29:25.936505,1.53,6000,1129,pay2,2,2,7,27
2020-09-25 18:28:25.178322,2.75,5000,1293,pay3,3,2,145,29
2020-09-21 12:33:30.657013,2.54,6000,1378,pay1,1,1,476,30
2020-10-15 23:56:07.033003,1.22,0,1000,pay1,3,2,367,15
2020-10-23 01:04:09.105204,2.39,5000,1842,pay2,3,1,41,41
2020-09-04 13:25:26.671360,7.21,16000,3009,pay1,1,1,414,8
2020-09-11 18:22:58.496353,3.0,0,2018,pay1,3,2,162,20
2020-10-05 21:36:18.967263,0.13,6000,942,pay1,1,1,145,48
2020-10-09 13:54:21.291736,3.18,0,708,pay1,1,1,208,12
2020-09-06 12:02:51.791174,2.31,6000,975,pay2,1,1,0,25
2020-09-11 16:19:32.699310,1.3,0,2250,pay1,1,1,88,10
2020-09-11 11:13:01.747981,1.73,0,2050,pay3,7,5,363,45
2020-09-08 19:32:12.580293,1.06,6000,916,pay1,1,1,213,8
2020-09-10 13:49:45.493795,2.15,9000,1449,pay2,1,1,384,34
2020-10-28 17:32:17.318419,5.15,11000,2272,pay1,10,1,194,2
2020-09-13 10:04:54.569683,1.48,0,881,pay1,3,2,229,21
2020-08-31 16:21:02.102493,2.04,6000,1488,pay2,7,1,1,10
2020-10-06 18:18:27.855647,1.85,12000,731,pay2,2,2,260,31
2020-09-02 21:35:27.367989,4.14,8000,1545,pay3,4,4,243,3
2020-10-04 15:36:17.567026,0.4,9000,950,pay2,4,4,414,18
2020-10-06 18:41:17.618859,3.67,6000,1468,pay2,1,1,451,27
2020-09-20 09:58:22.773090,2.44,7000,1078,pay1,4,2,57,39
2020-10-03 11:08:32.768353,4.01,0,1691,pay3,2,2,173,37
2020-10-04 12:14:14.810614,1.01,6000,663,pay4,1,1,396,37
2020-10-11 19:30:49.263519,1.59,0,856,pay2,4,4,12,22
2020-10-21 10:17:32.483345,0.89,9000,1123,pay2,4,2,108,26
2020-09-12 05:26:35.526391,7.91,7000,1940,pay1,2,2,294,37
2020-09-16 17:07:30.654991,4.55,8000,1898,pay2,2,1,388,9
2020-09-09 12:19:20.320436,3.59,0,2488,pay1,4,2,161,40
2020-09-22 19:05:15.916156,7.27,6000,2086,pay1,1,1,49,14
2020-09-07 18:48:09.522280,1.49,6000,1130,pay3,2,1,151,13
2020-09-20 19:14:54.317553,0.88,0,1328,pay2,3,1,49,29
2020-09-21 15:41:10.220385,6.33,6000,1487,pay1,7,5,488,17
2020-09-06 19:58:33.880612,2.23,0,2087,pay4,2,2,125,21
2020-09-27 11:37:07.484221,0.69,6000,1626,pay2,2,2,337,16
2020-09-20 15:28:53.764609,1.83,10000,1797,pay2,1,1,135,26
2020-09-15 19:56:53.393511,0.55,10000,635,pay2,1,1,280,40
2020-10-10 21:08:37.576361,2.9,10000,1717,pay1,6,1,216,10
2020-09-18 21:45:43.195734,0.39,2000,1876,pay4,1,1,195,25
2020-10-26 12:55:57.696656,2.03,5000,892,pay1,2,2,197,20
2020-10-15 19:17:55.343440,3.43,6000,1244,pay3,3,2,15,39
2020-10-10 14:10:47.021187,3.53,6000,1095,pay1,1,1,100,10
2020-10-16 12:43:11.259521,4.43,9000,1112,pay1,1,1,386,32
2020-09-24 23:04:55.872748,3.41,6000,1526,pay1,1,1,35,23
2020-10-19 18:33:35.699671,0.6,0,2231,pay1,1,1,95,20
2020-10-08 08:59:29.558980,4.02,13000,1629,pay2,8,4,281,10
2020-09-13 14:59:51.939571,0.98,0,1174,pay1,1,1,305,16
2020-10-28 18:38:40.925036,10.08,26000,4830,pay2,1,1,353,3
2020-10-11 09:43:27.296100,1.22,6000,1443,pay4,1,1,327,17
2020-09-26 16:46:41.659424,1.62,5000,1135,pay3,1,1,305,40
2020-09-06 11:54:05.647694,2.12,12000,1408,pay2,1,1,380,31
2020-10-21 12:09:19.492375,1.59,6000,1546,pay2,3,2,203,20
2020-10-13 12:31:27.265987,0.47,6000,1619,pay3,5,1,145,32
2020-09-18 19:34:04.116632,4.85,15000,1425,pay2,2,2,277,24
2020-10-21 18:08:42.064068,1.99,6000,1475,pay3,2,2,30,33
2020-09-08 09:12:29.507790,0.93,5000,796,pay3,2,2,371,6
2020-09-02 14:10:41.220371,1.96,2000,949,pay3,1,1,66,11
2020-09-06 13:19:59.032705,4.11,6000,1236,pay2,3,3,270,2
2020-10-29 08:18:18.178655,6.62,13000,3363,pay2,1,1,379,44
2020-10-22 14:55:43.127829,3.82,6000,1502,pay2,2,1,8,31
2020-09-15 12:41:28.338183,2.25,6000,1109,pay2,3,3,84,44
2020-09-15 11:17:17.409766,1.57,6000,904,pay1,1,1,319,9
2020-10-25 12:13:06.309816,3.98,5000,841,pay3,1,1,72,30
2020-10-13 09:30:01.461939,1.45,6000,687,pay1,2,2,349,15
2020-09-09 11:45:12.281882,3.11,0,1193,pay1,2,1,270,37
2020-10-07 10:50:51.170717,3.21,10000,1994,pay2,1,1,367,23
2020-10-25 11:50:44.856438,3.06,5000,945,pay1,1,1,277,20
2020-10-14 19:57:18.286974,8.8,18000,2120,pay1,8,5,203,20
2020-09-28 20:42:00.033491,4.32,6000,2393,pay2,1,1,403,3
2020-09-09 19:56:32.112323,4.14,8000,1129,pay1,1,1,367,18
2020-09-03 20:15:31.615716,0.73,10000,1169,pay2,1,1,9,27
2020-09-30 10:34:47.477310,0.82,6000,1349,pay2,1,1,379,48
2020-09-13 20:52:19.527008,3.24,10000,682,pay2,1,1,238,21
2020-10-10 20:46:10.176795,5.46,11000,2060,pay1,2,2,484,2
2020-10-21 17:39:23.195170,1.89,0,1419,pay2,3,2,234,0
2020-10-13 11:38:13.372715,1.42,7000,991,pay1,1,1,193,21
2020-09-21 16:43:39.832411,7.49,0,2597,pay1,2,1,413,8
2020-10-01 12:21:29.706621,0.32,6000,1208,pay1,1,1,477,27
2020-10-25 06:30:57.472132,1.14,10000,1274,pay2,5,4,218,39
2020-09-05 19:42:04.291174,2.52,5000,1584,pay2,5,1,447,34
2020-10-21 18:37:22.507770,3.73,6000,1355,pay3,1,1,282,49
2020-09-29 18:23:48.720720,3.11,6000,1142,pay2,4,1,415,11
2020-09-02 16:22:27.859226,1.79,6000,1714,pay1,2,2,288,3
2020-09-12 13:01:33.557201,6.83,18000,1698,pay2,1,1,325,49
2020-10-04 21:36:58.402139,2.85,6000,1150,pay2,2,2,227,26
2020-09-29 14:49:37.500251,4.13,7000,1446,pay1,2,1,175,27
2020-10-12 18:54:27.139620,2.99,6000,1470,pay1,1,1,139,33
2020-09-01 10:07:26.525646,2.05,5000,1406,pay2,2,2,391,25
2020-09-01 00:58:02.342187,3.43,6000,781,pay2,1,1,195,44
2020-09-30 18:50:11.289235,5.98,11000,2259,pay1,1,1,226,1
2020-09-21 18:29:47.318589,6.04,3000,1821,pay1,1,1,436,12
2020-09-11 17:19:23.133639,1.08,8000,1787,pay2,2,2,22,34
2020-10-27 20:37:22.823832,4.71,8000,1648,pay1,4,3,111,8
2020-09-27 10:58:35.222552,3.63,0,2458,pay2,5,2,250,28
2020-09-08 11:49:10.522148,3.63,6000,2184,pay1,1,1,314,29
2020-10-09 14:23:31.690114,6.55,7000,1801,pay3,1,1,111,36
2020-09-15 12:41:36.403941,1.17,6000,3298,pay3,5,5,242,5
2020-10-04 20:47:26.029505,2.21,6000,1056,pay4,1,1,286,26
2020-09-20 15:51:19.234295,8.55,18000,1953,pay1,6,3,276,32
2020-09-09 21:34:49.353252,1.3,9000,1913,pay1,1,1,386,47
2020-10-14 14:21:01.688989,6.79,7000,1591,pay3,1,1,239,19
2020-10-22 12:01:02.414969,4.51,8000,2038,pay2,3,2,101,0
2020-10-17 17:05:08.135891,2.65,6000,1337,pay1,2,2,321,48
2020-10-21 11:27:11.328020,1.16,0,895,pay3,4,3,478,30
2020-10-04 07:39:03.679332,2.63,6000,733,pay1,4,2,32,39
2020-10-27 19:02:36.836568,5.62,11000,1407,pay3,2,2,483,10
2020-10-04 15:47:51.906100,1.78,6000,1992,pay4,4,2,369,42
2020-09-10 12:35:31.599360,1.87,6000,1200,pay1,7,2,24,47
2020-09-02 20:01:01.951205,2.38,6000,881,pay1,3,3,469,12
2020-10-10 11:09:34.091066,6.24,13000,2220,pay1,3,2,348,24
2020-10-12 14:06:14.131507,6.25,3000,1370,pay2,18,2,109,24
2020-09-02 14:29:13.862569,5.29,10000,4668,pay1,2,2,285,40
2020-10-15 10:54:54.518932,4.28,0,1357,pay1,1,1,381,37
2020-09-05 18:17:40.020435,0.43,1000,1046,pay1,1,1,238,39
2020-10-20 11:32:59.944824,1.44,10000,962,pay1,3,2,121,37
2020-09-08 23:11:32.254269,1.94,6000,1670,pay2,5,4,150,45
2020-09-08 15:05:55.361506,0.47,6000,557,pay1,1,1,227,36
2020-10-12 18:14:43.594359,1.42,6000,697,pay2,11,2,201,33
2020-09-03 12:36:07.000033,3.31,6000,1660,pay1,4,3,405,44
2020-09-27 10:43:38.600451,4.68,12000,2183,pay1,6,5,179,27
2020-10-23 18:20:14.738348,2.94,0,1813,pay1,3,1,274,7
2020-10-16 19:47:26.274237,1.18,6000,2556,pay1,2,2,3,47
2020-09-20 18:47:22.245448,1.7,6000,1229,pay4,1,1,462,30
2020-10-26 13:22:13.385262,5.82,8000,2562,pay3,4,1,43,17
2020-09-12 07:36:56.551721,3.88,10000,1142,pay2,12,6,432,5
2020-09-16 03:03:24.128250,4.47,12000,1841,pay2,1,1,184,43
2020-10-05 09:09:25.729810,4.05,6000,2299,pay3,2,2,263,7
2020-09-03 02:03:02.115532,2.51,1000,2693,pay2,4,1,188,38
2020-09-14 18:41:53.021753,1.93,10000,1247,pay2,2,2,159,25
2020-09-09 17:20:45.003582,2.45,6000,1024,pay2,6,2,42,30
2020-10-05 19:03:28.247533,2.46,2000,2766,pay1,3,2,65,42
2020-10-13 06:42:58.334199,3.46,6000,2563,pay2,9,5,166,15
2020-09-24 13:41:35.949510,11.91,9000,3736,pay3,2,1,108,23
2020-10-09 11:28:35.627284,6.65,16000,1767,pay1,6,3,308,21
2020-10-07 13:21:35.339717,4.86,9000,1428,pay2,1,1,26,31
2020-10-16 17:47:32.263712,0.89,0,1026,pay2,2,2,409,32
2020-08-31 17:54:04.766318,1.95,10000,1831,pay2,6,6,112,39
2020-09-24 10:30:52.699112,1.31,6000,917,pay1,1,1,44,4
2020-09-07 19:37:56.381964,6.75,13000,2492,pay1,3,2,191,35
2020-10-04 11:00:35.670589,2.85,6000,1291,pay1,2,2,347,23
2020-09-25 19:23:57.977627,2.12,6000,1303,pay1,3,3,40,15
2020-10-26 18:35:04.606873,3.44,10000,2303,pay1,1,1,476,21
2020-09-30 12:12:48.611983,1.05,0,1755,pay1,2,2,244,33
2020-10-12 12:42:48.535979,3.35,6000,1181,pay2,1,1,333,11
2020-09-10 17:49:40.666471,1.65,6000,609,pay4,1,1,190,11
2020-09-09 13:59:29.519390,3.69,0,3296,pay3,1,1,246,26
2020-09-15 18:17:21.322362,1.83,10000,1308,pay2,1,1,309,1
2020-10-15 00:38:06.896843,5.44,11000,1555,pay2,1,1,42,45
2020-10-15 19:29:13.111614,2.55,10000,1269,pay2,1,1,219,0
2020-10-09 20:31:41.411052,0.54,6000,785,pay1,1,1,177,8
2020-09-12 19:52:24.111016,1.7,6000,1710,pay1,1,1,456,42
2020-10-05 15:55:14.284482,2.48,0,573,pay1,1,1,118,2
2020-09-08 12:31:56.002850,0.57,6000,716,pay2,9,6,450,3
2020-09-07 11:48:58.332597,5.59,0,2022,pay1,6,5,419,25
2020-09-27 18:56:55.794294,7.25,16000,4187,pay1,5,2,53,24
2020-10-27 12:05:23.424381,0.4,6000,1096,pay1,1,1,494,8
2020-10-23 13:32:26.087096,1.55,6000,527,pay2,5,1,176,14
2020-09-20 16:34:33.342039,1.76,0,1526,pay4,1,1,38,33
2020-09-04 09:26:04.367992,1.84,6000,649,pay4,1,1,117,23
2020-09-23 10:49:11.123889,1.15,6000,879,pay1,1,1,358,26
2020-09-16 12:37:00.970307,1.3,6000,669,pay1,1,1,240,48
2020-09-08 15:17:35.633513,1.26,12000,1060,pay3,2,2,31,13
2020-09-14 21:12:29.156448,0.64,5000,1019,pay3,1,1,274,9
2020-09-14 11:19:06.963328,1.96,0,966,pay2,6,3,218,16
2020-09-02 20:17:17.277972,2.01,6000,559,pay1,3,2,364,48
2020-09-12 09:11:55.707156,4.48,8000,1088,pay1,3,3,455,7
2020-09-29 19:36:20.670415,2.83,6000,858,pay1,18,3,104,27
2020-08-31 10:44:31.823615,1.17,10000,829,pay2,3,2,238,37
2020-09-17 12:09:28.779691,3.64,10000,1130,pay2,4,3,380,3
2020-10-14 19:10:33.078098,7.22,14000,2247,pay1,1,1,221,44
2020-10-14 09:31:30.372709,3.7,2000,864,pay3,1,1,70,2
2020-10-06 18:53:42.173141,1.12,0,784,pay1,1,1,66,13
2020-10-20 15:59:47.150251,2.58,0,1725,pay1,2,2,52,49
2020-09-12 13:43:52.800247,1.41,6000,959,pay1,2,2,358,0
2020-08-31 16:02:36.934152,4.37,1000,2158,pay1,4,4,171,11
2020-09-18 18:57:17.529637,3.36,10000,2579,pay2,3,2,359,45
2020-09-03 15:54:23.606882,1.02,7000,1066,pay1,2,2,176,43
2020-09-04 15:16:50.396093,1.92,0,1049,pay3,2,2,434,43
2020-10-16 19:51:13.144455,3.69,6000,1840,pay2,4,2,132,8
2020-10-20 18:14:46.954688,1.92,12000,1161,pay2,2,2,179,19
2020-09-25 17:47:27.082145,4.72,9000,3323,pay1,4,2,11,10
2020-10-07 08:52:33.922562,0.63,0,847,pay2,3,1,355,13
2020-10-10 12:03:36.118904,2.25,10000,1393,pay2,7,2,164,19
2020-09-20 10:39:10.056655,1.19,6000,1673,pay1,2,2,52,8
2020-09-25 11:45:34.197439,3.09,6000,1518,pay2,2,1,226,42
2020-10-11 19:26:02.812350,2.77,0,1233,pay2,4,3,139,24
2020-09-10 19:23:06.855895,1.84,6000,1297,pay1,5,2,268,41
2020-09-09 10:17:28.947570,3.09,6000,1827,pay3,1,1,126,10
2020-09-19 13:06:56.041007,3.19,6000,1157,pay1,2,1,381,20
2020-09-30 15:09:08.539409,1.3,12000,1346,pay2,1,1,469,27
2020-09-26 16:49:19.517483,0.76,6000,639,pay2,2,2,76,46
2020-10-17 16:59:05.731541,4.36,11000,1463,pay2,7,3,48,49
2020-10-15 17:06:48.306563,3.35,10000,1308,pay2,2,2,76,24
2020-09-05 21:02:35.821456,3.69,5000,1833,pay4,1,1,449,42
2020-10-10 19:11:45.625666,0.16,6000,1298,pay1,3,3,469,13
2020-09-16 09:53:14.015647,3.43,6000,1600,pay1,1,1,477,28
2020-09-04 11:42:03.576755,5.11,10000,2799,pay2,10,1,356,7
2020-09-23 12:00:01.164630,1.94,6000,1336,pay1,1,1,162,1
2020-09-11 13:02:37.905276,7.8,16000,2558,pay1,4,1,393,13
2020-09-09 18:17:52.842886,0.72,6000,2236,pay1,1,1,331,28
2020-09-08 13:00:37.058233,3.0,6000,1368,pay2,1,1,22,28
2020-09-22 18:22:57.754819,1.07,10000,1277,pay2,17,2,162,41
2020-09-16 11:05:51.122664,0.62,0,1237,pay2,2,1,223,34
2020-09-24 17:48:38.517788,2.39,6000,1767,pay1,2,2,498,33
2020-10-03 21:40:34.730949,1.04,0,1263,pay4,1,1,224,42
2020-09-09 17:25:15.491721,1.03,10000,1198,pay2,1,1,57,39
2020-10-14 08:41:29.503447,3.43,0,1484,pay2,4,3,313,26
2020-10-13 13:07:03.709658,2.14,6000,884,pay1,4,4,255,43
2020-09-22 20:18:45.470091,5.84,18000,3718,pay2,3,3,48,9
2020-10-17 14:21:14.006161,1.26,6000,493,pay4,1,1,186,13
2020-10-14 11:37:03.860094,2.17,6000,1034,pay1,4,2,419,5
2020-10-03 21:51:21.867701,1.05,6000,993,pay2,1,1,327,48
2020-10-02 20:21:55.670566,1.58,6000,1044,pay1,1,1,496,7
2020-10-20 21:29:41.269206,6.74,0,1275,pay1,2,2,190,8
2020-10-17 18:29:44.579496,1.5,8000,953,pay2,1,1,327,26
2020-09-30 14:37:17.819,2.34,6000,1342,pay1,1,1,260,39
2020-10-06 08:44:46.415540,2.1,6000,844,pay1,2,2,479,33
2020-09-21 13:24:25.748400,2.72,6000,899,pay1,7,3,133,25
2020-10-16 22:49:08.217073,1.59,6000,651,pay1,2,1,24,1
2020-10-13 13:38:45.846068,1.96,10000,806,pay2,2,1,299,39
2020-10-05 16:17:37.360615,1.48,0,1693,pay3,3,2,351,30
2020-09-27 19:55:10.025108,2.06,9000,1219,pay2,2,2,377,49
2020-09-10 17:27:44.040025,4.61,12000,3388,pay2,6,2,417,15
2020-09-13 08:23:58.422854,4.46,4000,3655,pay3,7,5,385,44
2020-09-25 18:25:52.995676,0.61,6000,1205,pay4,4,2,228,40
2020-10-16 06:35:00.996961,2.43,9000,1164,pay1,3,1,242,7
2020-09-11 18:46:29.516853,7.64,12000,1924,pay1,3,3,113,48
2020-10-27 19:25:25.036195,2.49,0,2079,pay2,3,3,247,24
2020-09-11 19:38:06.538987,3.09,6000,876,pay1,4,4,48,26
2020-10-15 18:19:18.168927,3.2,11000,2086,pay2,1,1,192,0
2020-10-25 11:44:49.844013,3.13,9000,2148,pay1,4,4,409,40
2020-10-18 05:02:06.492106,0.2,2000,930,pay1,3,3,206,22
2020-10-11 16:26:49.076115,4.52,10000,1045,pay1,3,2,401,32
2020-09-26 09:01:14.512757,2.85,13000,802,pay3,1,1,255,42
2020-10-26 17:13:44.083216,0.64,10000,1626,pay2,2,2,125,12
2020-10-06 12:16:51.157784,2.42,0,1638,pay1,2,2,431,16
2020-09-18 11:26:18.746075,4.67,8000,1420,pay2,2,2,337,43
2020-09-20 19:03:44.790825,0.6,6000,1721,pay1,3,3,365,34
2020-09-11 12:13:42.668273,0.22,6000,1005,pay2,3,2,412,17
2020-09-22 16:07:21.204241,2.06,6000,914,pay1,1,1,109,19
2020-09-25 11:20:39.723438,3.42,12000,1559,pay2,2,1,6,21
2020-09-20 18:26:47.383518,3.09,5000,2650,pay4,2,2,473,2
2020-09-20 14:04:45.602783,3.9,0,1273,pay1,3,2,79,17
2020-10-18 17:29:19.830530,3.81,0,1430,pay1,1,1,308,17
2020-10-21 20:33:34.730605,2.98,9000,1259,pay2,1,1,205,17
2020-10-02 17:59:40.383112,2.41,10000,1635,pay1,3,1,396,24
2020-10-23 21:00:31.035653,0.69,2000,573,pay1,1,1,476,41
2020-09-27 19:19:43.277732,1.4,9000,1443,pay2,1,1,391,13
2020-09-20 17:43:26.947807,1.79,6000,2043,pay3,4,3,167,35
2020-10-17 16:45:06.049224,3.47,6000,1615,pay1,3,1,14,42
2020-10-09 22:44:45.274673,1.32,10000,688,pay2,3,1,319,2
2020-10-16 13:08:12.720383,1.82,6000,1199,pay1,1,1,428,25
2020-10-24 09:44:33.421339,0.78,6000,1348,pay1,9,2,179,40
2020-09-06 12:31:37.223759,3.1,6000,1097,pay1,3,3,214,11
2020-10-22 05:20:44.784762,0.81,0,1470,pay1,2,2,376,16
2020-09-23 14:18:41.161896,1.2,6000,942,pay1,1,1,345,12
2020-10-15 07:18:55.009043,3.34,6000,3124,pay1,6,5,185,16
2020-10-11 14:16:37.075332,2.53,10000,784,pay2,1,1,399,36
